,FIPS,State,County,Unreliable,Deaths,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Quartile,YPLL Rate (AIAN),YPLL Rate (AIAN) 95% CI - Low,YPLL Rate (AIAN) 95% CI - High,YPLL Rate (AIAN) Unreliable,YPLL Rate (Asian),YPLL Rate (Asian) 95% CI - Low,YPLL Rate (Asian) 95% CI - High,YPLL Rate (Asian) Unreliable,YPLL Rate (Black),YPLL Rate (Black) 95% CI - Low,YPLL Rate (Black) 95% CI - High,YPLL Rate (Black) Unreliable,YPLL Rate (Hispanic),YPLL Rate (Hispanic) 95% CI - Low,YPLL Rate (Hispanic) 95% CI - High,YPLL Rate (Hispanic) Unreliable,YPLL Rate (White),YPLL Rate (White) 95% CI - Low,YPLL Rate (White) 95% CI - High,YPLL Rate (White) Unreliable,% Fair or Poor Health,95% CI - Low.1,95% CI - High.1,Quartile.1,Average Number of Physically Unhealthy Days,95% CI - Low.2,95% CI - High.2,Quartile.2,Average Number of Mentally Unhealthy Days,95% CI - Low.3,95% CI - High.3,Quartile.3,Unreliable.1,% Low Birthweight,95% CI - Low.4,95% CI - High.4,Quartile.4,% LBW (AIAN),% LBW (AIAN) 95% CI - Low,% LBW (AIAN) 95% CI - High,% LBW (Asian),% LBW (Asian) 95% CI - Low,% LBW (Asian) 95% CI - High,% LBW (Black),% LBW (Black) 95% CI - Low,% LBW (Black) 95% CI - High,% LBW (Hispanic),% LBW (Hispanic) 95% CI - Low,% LBW (Hispanic) 95% CI - High,% LBW (White),% LBW (White) 95% CI - Low,% LBW (White) 95% CI - High,% Adults Reporting Currently Smoking,95% CI - Low.5,95% CI - High.5,Quartile.5,% Adults with Obesity,95% CI - Low.6,95% CI - High.6,Quartile.6,Food Environment Index,Quartile.7,% Physically Inactive,95% CI - Low.7,95% CI - High.7,Quartile.8,% With Access to Exercise Opportunities,Quartile.9,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Quartile.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Driving Deaths with Alcohol Involvement,95% CI - Low.9,95% CI - High.9,Quartile.11,# Chlamydia Cases,Chlamydia Rate,Quartile.12,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Quartile.13,Teen Birth Rate (AIAN),Teen Birth Rate (AIAN) 95% CI - Low,Teen Birth Rate (AIAN) 95% CI - High,Teen Birth Rate (Asian),Teen Birth Rate (Asian) 95% CI - Low,Teen Birth Rate (Asian) 95% CI - High,Teen Birth Rate (Black),Teen Birth Rate (Black) 95% CI - Low,Teen Birth Rate (Black) 95% CI - High,Teen Birth Rate (Hispanic),Teen Birth Rate (Hispanic) 95% CI - Low,Teen Birth Rate (Hispanic) 95% CI - High,Teen Birth Rate (White),Teen Birth Rate (White) 95% CI - Low,Teen Birth Rate (White) 95% CI - High,# Uninsured,% Uninsured,95% CI - Low.11,95% CI - High.11,Quartile.14,# Primary Care Physicians,Primary Care Physicians Rate,Primary Care Physicians Ratio,Quartile.15,# Dentists,Dentist Rate,Dentist Ratio,Quartile.16,# Mental Health Providers,Mental Health Provider Rate,Mental Health Provider Ratio,Quartile.17,Preventable Hospitalization Rate,Quartile.18,Preventable Hosp. Rate (AIAN),Preventable Hosp. Rate (Asian),Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% with Annual Mammogram,Quartile.19,% Screened (AIAN),% Screened (Asian),% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,Quartile.20,% Vaccinated (AIAN),% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),# Completed High School,Population,% Completed High School,95% CI - Low.12,95% CI - High.12,Quartile.21,# Some College,Population.1,% Some College,95% CI - Low.13,95% CI - High.13,Quartile.22,# Unemployed,Labor Force,% Unemployed,Quartile.23,% Children in Poverty,95% CI - Low.14,95% CI - High.14,Quartile.24,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Quartile.25,# Children in Single-Parent Households,# Children in Households,% Children in Single-Parent Households,95% CI - Low.15,95% CI - High.15,Quartile.26,# Associations,Social Association Rate,Quartile.27,# Injury Deaths,Injury Death Rate,95% CI - Low.16,95% CI - High.16,Quartile.28,Injury Death Rate (AIAN),Injury Death Rate (AIAN) 95% CI - Low,Injury Death Rate (AIAN) 95% CI - High,Injury Death Rate (Asian),Injury Death Rate (Asian) 95% CI - Low,Injury Death Rate (Asian) 95% CI - High,Injury Death Rate (Black),Injury Death Rate (Black) 95% CI - Low,Injury Death Rate (Black) 95% CI - High,Injury Death Rate (Hispanic),Injury Death Rate (Hispanic) 95% CI - Low,Injury Death Rate (Hispanic) 95% CI - High,Injury Death Rate (White),Injury Death Rate (White) 95% CI - Low,Injury Death Rate (White) 95% CI - High,Average Daily PM2.5,Quartile.29,Presence of Water Violation,Quartile.30,% Severe Housing Problems,95% CI - Low.17,95% CI - High.17,Severe Housing Cost Burden,Severe Housing Cost Burden 95% CI - Low,Severe Housing Cost Burden 95% CI - High,Overcrowding,Overcrowding 95% CI - Low,Overcrowding 95% CI - High,Inadequate Facilities,Inadequate Facilities 95% CI - Low,Inadequate Facilities 95% CI - High,Quartile.31,% Drive Alone to Work,95% CI - Low.18,95% CI - High.18,Quartile.32,% Drive Alone (AIAN),% Drive Alone (AIAN) 95% CI - Low,% Drive Alone (AIAN) 95% CI - High,% Drive Alone (Asian),% Drive Alone (Asian) 95% CI - Low,% Drive Alone (Asian) 95% CI - High,% Drive Alone (Black),% Drive Alone (Black) 95% CI - Low,% Drive Alone (Black) 95% CI - High,% Drive Alone (Hispanic),% Drive Alone (Hispanic) 95% CI - Low,% Drive Alone (Hispanic) 95% CI - High,% Drive Alone (White),% Drive Alone (White) 95% CI - Low,% Drive Alone (White) 95% CI - High,# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low.19,95% CI - High.19,Quartile.33
2598,48063,Texas,Camp,,251.0,10289.0,8348.0,12231.0,4.0,,,,,,,,,,,,,,,,,,,,,19.0,17.0,21.0,2.0,3.9,3.6,4.2,2.0,5.0,4.8,5.3,3.0,,7.0,5.0,8.0,1.0,,,,,,,13.0,8.0,18.0,3.0,2.0,5.0,7.0,5.0,9.0,20.0,18.0,22.0,3.0,39.0,37.0,40.0,3.0,6.9,2.0,28.0,26.0,30.0,2.0,59.0,3.0,19.0,19.0,20.0,2.0,5.0,17.0,29.0,16.0,43.0,4.0,72.0,549.9,4.0,42.0,35.0,49.0,3.0,,,,,,,34.0,20.0,54.0,47.0,35.0,60.0,42.0,32.0,55.0,2070.0,20.0,17.0,23.0,2.0,12.0,92.0,1088:1,1.0,5.0,40.0,2523:1,2.0,6.0,48.0,2103:1,3.0,3857.0,4.0,,,1238.0,2407.0,3958.0,29.0,3.0,,,28.0,14.0,29.0,38.0,3.0,,,34.0,30.0,39.0,7154,8187,87,83.0,91.0,2.0,1636,2846,57,47.0,68.0,2.0,304.0,5116.0,5.9,3.0,26.0,17.0,35.0,3.0,,,18.0,45.0,12.0,96498.0,20011.0,4.8,3.0,1096.0,3305.0,33.0,22.0,45.0,4.0,12,9.2,3.0,56.0,86.0,65.0,112.0,3.0,,,,,,,110.0,57.0,192.0,,,,107.0,76.0,146.0,9.0,3.0,No,1.0,16,12.0,21.0,12,8,16,4,1,7,2,0,3,4.0,79,73.0,84.0,2.0,,,,,,,,,,,,,,,,4985,26,20.0,32.0,2.0
2599,48065,Texas,Carson,,99.0,10338.0,7450.0,13973.0,4.0,,,,,,,,,,,,,,,,,,,,,14.0,12.0,15.0,1.0,3.3,2.9,3.6,1.0,4.9,4.6,5.2,2.0,x,6.0,3.0,8.0,1.0,,,,,,,,,,,,,,,,17.0,14.0,20.0,1.0,35.0,33.0,36.0,1.0,8.0,1.0,21.0,19.0,23.0,1.0,61.0,3.0,23.0,22.0,24.0,4.0,4.0,19.0,21.0,10.0,35.0,2.0,9.0,151.9,1.0,12.0,7.0,19.0,1.0,,,,,,,,,,,,,,,,734.0,16.0,13.0,18.0,1.0,,,,2.0,1.0,17.0,5746:1,4.0,2.0,35.0,2873:1,3.0,2279.0,1.0,,,,,,44.0,1.0,,,,,,52.0,1.0,,,,80.0,52.0,3735,4037,93,89.0,96.0,1.0,960,1361,71,57.0,84.0,1.0,114.0,2958.0,3.9,1.0,13.0,9.0,17.0,1.0,,,,17.0,19.0,147275.0,32547.0,4.5,2.0,204.0,1409.0,14.0,4.0,25.0,1.0,12,20.5,1.0,30.0,100.0,68.0,143.0,4.0,,,,,,,,,,,,,,,,5.9,1.0,No,1.0,6,3.0,9.0,4,1,7,1,0,3,1,0,2,1.0,81,76.0,86.0,3.0,,,,,,,,,,,,,,,,2889,35,26.0,43.0,3.0
2600,48067,Texas,Cass,,624.0,10622.0,9241.0,12002.0,4.0,,,,,,,,,17043.0,12629.0,21456.0,,,,,,9738.0,8248.0,11227.0,,19.0,17.0,21.0,2.0,4.0,3.7,4.4,3.0,5.3,5.0,5.7,4.0,,9.0,8.0,10.0,4.0,,,,,,,13.0,10.0,16.0,9.0,5.0,14.0,7.0,6.0,9.0,23.0,20.0,25.0,4.0,37.0,35.0,39.0,2.0,6.5,3.0,27.0,25.0,30.0,2.0,35.0,4.0,20.0,19.0,21.0,2.0,10.0,38.0,26.0,18.0,35.0,3.0,102.0,339.7,3.0,37.0,32.0,41.0,2.0,,,,,,,42.0,32.0,55.0,41.0,23.0,66.0,35.0,29.0,40.0,4350.0,19.0,17.0,22.0,2.0,7.0,23.0,4268:1,4.0,9.0,32.0,3173:1,3.0,10.0,35.0,2856:1,3.0,3900.0,4.0,,,4944.0,,3808.0,32.0,2.0,,,35.0,,32.0,42.0,2.0,,,33.0,36.0,42.0,17421,20040,87,85.0,89.0,2.0,2566,5911,43,36.0,50.0,4.0,830.0,12386.0,6.7,4.0,30.0,23.0,37.0,4.0,,,51.0,65.0,20.0,95878.0,20330.0,4.7,3.0,2313.0,6457.0,36.0,23.0,49.0,4.0,50,16.7,1.0,137.0,91.0,76.0,106.0,3.0,,,,,,,93.0,60.0,138.0,,,,95.0,77.0,113.0,9.5,4.0,Yes,2.0,14,11.0,16.0,9,7,11,5,2,7,2,1,3,2.0,89,86.0,91.0,4.0,,,,,,,79.0,68.0,90.0,,,,88.0,83.0,92.0,10739,37,32.0,43.0,3.0
2601,48069,Texas,Castro,,107.0,9286.0,6679.0,11893.0,3.0,,,,,,,,,,,,,,,,,,,,,21.0,19.0,24.0,3.0,3.9,3.6,4.2,2.0,4.7,4.4,5.0,1.0,,8.0,6.0,10.0,2.0,,,,,,,,,,8.0,6.0,10.0,7.0,4.0,11.0,18.0,15.0,20.0,1.0,38.0,37.0,40.0,3.0,8.1,1.0,31.0,28.0,34.0,4.0,60.0,3.0,19.0,18.0,20.0,1.0,3.0,8.0,38.0,18.0,56.0,4.0,20.0,265.6,2.0,44.0,36.0,55.0,4.0,,,,,,,,,,53.0,42.0,66.0,21.0,10.0,38.0,1684.0,28.0,25.0,31.0,4.0,2.0,27.0,3698:1,3.0,,,,2.0,1.0,14.0,7374:1,4.0,2318.0,1.0,,,,2641.0,1488.0,26.0,3.0,,,,17.0,31.0,28.0,4.0,,,,22.0,30.0,3484,4562,76,71.0,82.0,4.0,928,1814,51,40.0,62.0,3.0,117.0,3380.0,3.5,1.0,21.0,14.0,28.0,2.0,,,,16.0,8.0,97717.0,26308.0,3.7,1.0,539.0,2185.0,25.0,13.0,36.0,3.0,7,9.5,3.0,26.0,68.0,45.0,100.0,2.0,,,,,,,,,,64.0,37.0,105.0,83.0,40.0,153.0,6.1,1.0,No,1.0,12,8.0,17.0,7,2,11,6,3,10,1,0,3,2.0,80,72.0,88.0,2.0,,,,,,,,,,80.0,71.0,89.0,87.0,76.0,97.0,3376,16,9.0,23.0,1.0
2602,48071,Texas,Chambers,,536.0,7463.0,6597.0,8329.0,1.0,,,,,,,,,10829.0,7585.0,14993.0,,4609.0,3362.0,6168.0,,8233.0,7057.0,9408.0,,16.0,14.0,18.0,1.0,3.5,3.2,3.8,1.0,4.8,4.6,5.1,2.0,,8.0,7.0,8.0,2.0,,,,,,,13.0,8.0,17.0,8.0,6.0,9.0,7.0,6.0,8.0,17.0,15.0,20.0,1.0,36.0,34.0,37.0,1.0,7.5,1.0,24.0,22.0,26.0,1.0,79.0,1.0,21.0,20.0,22.0,4.0,15.0,68.0,22.0,16.0,29.0,3.0,63.0,143.7,1.0,19.0,17.0,22.0,1.0,,,,,,,28.0,19.0,41.0,18.0,13.0,23.0,19.0,16.0,22.0,5597.0,14.0,12.0,16.0,1.0,7.0,15.0,6513:1,4.0,3.0,6.0,16288:1,4.0,13.0,27.0,3759:1,4.0,6901.0,4.0,,,7628.0,1501.0,7090.0,28.0,3.0,,,38.0,21.0,27.0,36.0,3.0,,,27.0,33.0,37.0,25513,28532,89,87.0,92.0,1.0,8619,12360,70,61.0,79.0,1.0,1714.0,20681.0,8.3,4.0,13.0,9.0,16.0,1.0,,,34.0,36.0,9.0,174046.0,32356.0,5.4,4.0,2004.0,12867.0,16.0,10.0,21.0,1.0,21,4.6,4.0,155.0,73.0,61.0,84.0,2.0,,,,,,,75.0,40.0,129.0,24.0,12.0,42.0,90.0,74.0,106.0,9.0,3.0,Yes,2.0,15,11.0,19.0,11,8,14,3,1,5,1,0,3,3.0,88,84.0,91.0,4.0,,,,,,,95.0,90.0,100.0,85.0,79.0,92.0,85.0,82.0,89.0,20407,50,43.0,57.0,4.0
2603,48073,Texas,Cherokee,,892.0,10062.0,9082.0,11042.0,3.0,,,,,,,,,14212.0,11295.0,17129.0,,6493.0,5001.0,8292.0,,10335.0,8985.0,11686.0,,21.0,19.0,23.0,3.0,4.3,3.9,4.5,4.0,5.3,5.0,5.5,4.0,,8.0,7.0,8.0,2.0,,,,,,,13.0,11.0,16.0,6.0,5.0,7.0,7.0,6.0,8.0,22.0,19.0,24.0,4.0,42.0,40.0,43.0,4.0,6.6,3.0,31.0,29.0,34.0,4.0,56.0,3.0,19.0,19.0,20.0,2.0,18.0,62.0,29.0,22.0,36.0,4.0,172.0,326.7,3.0,45.0,41.0,49.0,4.0,,,,,,,51.0,41.0,63.0,56.0,49.0,64.0,37.0,32.0,41.0,9679.0,24.0,21.0,27.0,4.0,22.0,42.0,2403:1,2.0,19.0,37.0,2689:1,2.0,51.0,100.0,1002:1,1.0,3305.0,3.0,,,4745.0,2023.0,3212.0,32.0,2.0,,,41.0,16.0,32.0,44.0,2.0,,,36.0,30.0,46.0,26504,32942,80,78.0,82.0,3.0,5294,11912,44,38.0,50.0,4.0,1337.0,20864.0,6.4,3.0,25.0,18.0,33.0,3.0,,,37.0,22.0,12.0,109199.0,23315.0,4.7,3.0,3371.0,12899.0,26.0,21.0,32.0,3.0,51,9.6,3.0,223.0,85.0,74.0,96.0,3.0,,,,,,,74.0,49.0,107.0,55.0,38.0,77.0,100.0,84.0,115.0,9.2,3.0,Yes,2.0,17,15.0,20.0,10,8,12,7,5,9,1,1,2,4.0,78,75.0,82.0,2.0,,,,,,,82.0,72.0,91.0,82.0,76.0,88.0,76.0,65.0,87.0,20145,34,30.0,38.0,3.0
2604,48075,Texas,Childress,,102.0,9126.0,6435.0,11816.0,3.0,,,,,,,,,,,,,,,,,,,,,20.0,19.0,23.0,3.0,4.0,3.7,4.3,3.0,4.8,4.6,5.0,2.0,,9.0,6.0,11.0,4.0,,,,,,,,,,9.0,4.0,13.0,9.0,6.0,12.0,21.0,18.0,24.0,3.0,39.0,38.0,40.0,3.0,6.1,4.0,29.0,27.0,31.0,3.0,75.0,2.0,20.0,20.0,21.0,3.0,1.0,9.0,11.0,1.0,33.0,1.0,33.0,451.7,4.0,48.0,36.0,62.0,4.0,,,,,,,,,,65.0,42.0,95.0,37.0,24.0,54.0,967.0,22.0,19.0,25.0,3.0,10.0,140.0,714:1,1.0,3.0,45.0,2245:1,2.0,8.0,119.0,842:1,1.0,2567.0,2.0,,,,4350.0,1982.0,17.0,4.0,,,,,,29.0,4.0,,,19.0,21.0,30.0,4139,4995,83,77.0,89.0,3.0,1211,2775,44,35.0,52.0,4.0,108.0,3011.0,3.6,1.0,24.0,16.0,32.0,3.0,,,,18.0,8.0,100306.0,25198.0,4.0,1.0,408.0,1224.0,33.0,8.0,59.0,4.0,7,9.8,3.0,34.0,95.0,66.0,132.0,4.0,,,,,,,,,,,,,,,,6.7,1.0,No,1.0,11,5.0,18.0,11,3,18,0,0,2,0,0,1,1.0,87,83.0,92.0,4.0,,,,,,,,,,,,,,,,2874,28,16.0,39.0,2.0
2605,48077,Texas,Clay,,180.0,8582.0,6220.0,10944.0,2.0,,,,,,,,,,,,,,,,,,,,,14.0,13.0,16.0,1.0,3.4,3.1,3.8,1.0,5.0,4.7,5.3,3.0,,5.0,3.0,7.0,1.0,,,,,,,,,,,,,,,,19.0,16.0,22.0,2.0,34.0,32.0,36.0,1.0,5.7,4.0,22.0,20.0,25.0,1.0,7.0,4.0,22.0,21.0,23.0,4.0,6.0,21.0,29.0,17.0,41.0,3.0,9.0,86.0,1.0,23.0,17.0,30.0,1.0,,,,,,,,,,,,,,,,1447.0,18.0,16.0,20.0,1.0,4.0,38.0,2638:1,3.0,,,,2.0,2.0,19.0,5132:1,4.0,4614.0,4.0,,,,,,33.0,2.0,,,,,,49.0,1.0,,,,50.0,49.0,6875,7471,92,89.0,95.0,1.0,1320,2207,60,51.0,69.0,1.0,238.0,4831.0,4.9,2.0,15.0,10.0,20.0,1.0,,,,20.0,12.0,117662.0,28263.0,4.2,1.0,535.0,2075.0,26.0,15.0,36.0,3.0,14,13.3,1.0,58.0,111.0,85.0,144.0,4.0,,,,,,,,,,,,,,,,8.1,2.0,Yes,2.0,12,9.0,16.0,8,5,12,3,1,4,1,0,3,2.0,81,78.0,85.0,3.0,,,,,,,,,,,,,,,,4711,38,31.0,45.0,3.0
2606,48079,Texas,Cochran,x,,,,,2.0,,,,,,,,,,,,,,,,,,,,,28.0,25.0,30.0,4.0,4.7,4.4,5.0,4.0,5.0,4.8,5.2,3.0,x,7.0,4.0,10.0,1.0,,,,,,,,,,,,,,,,23.0,21.0,25.0,4.0,44.0,43.0,45.0,4.0,6.0,4.0,37.0,35.0,40.0,4.0,1.0,4.0,18.0,17.0,18.0,1.0,0.0,3.0,0.0,0.0,42.0,1.0,15.0,525.8,4.0,38.0,26.0,54.0,3.0,,,,,,,,,,,,,,,,687.0,29.0,26.0,32.0,4.0,1.0,35.0,2897:1,3.0,0.0,0.0,2516:0,4.0,,,,2.0,,2.0,,,,,,36.0,1.0,,,,36.0,37.0,25.0,4.0,,,,23.0,26.0,1138,1689,67,61.0,73.0,4.0,224,725,31,22.0,40.0,4.0,68.0,1072.0,6.3,3.0,31.0,21.0,42.0,4.0,,,,37.0,40.0,87250.0,14543.0,6.0,4.0,136.0,674.0,20.0,10.0,30.0,2.0,3,10.4,2.0,18.0,126.0,75.0,199.0,4.0,,,,,,,,,,,,,,,,6.0,1.0,Yes,2.0,11,6.0,16.0,6,0,12,5,1,9,1,0,4,1.0,80,73.0,86.0,2.0,,,,,,,,,,84.0,75.0,93.0,87.0,73.0,100.0,1064,37,27.0,48.0,3.0
2607,48081,Texas,Coke,x,,,,,2.0,,,,,,,,,,,,,,,,,,,,,18.0,16.0,20.0,2.0,3.8,3.4,4.1,2.0,5.1,4.8,5.4,3.0,x,7.0,4.0,10.0,1.0,,,,,,,,,,,,,,,,19.0,16.0,22.0,2.0,36.0,35.0,38.0,1.0,4.0,4.0,26.0,23.0,29.0,2.0,36.0,4.0,21.0,20.0,22.0,3.0,0.0,6.0,0.0,0.0,28.0,1.0,4.0,118.1,1.0,32.0,21.0,48.0,2.0,,,,,,,,,,,,,,,,523.0,21.0,18.0,24.0,2.0,,,,2.0,0.0,0.0,3321:0,4.0,,,,2.0,2158.0,1.0,,,,,,43.0,1.0,,,,31.0,45.0,51.0,1.0,,,,45.0,51.0,1923,2296,84,78.0,89.0,3.0,274,592,46,33.0,60.0,3.0,65.0,1365.0,4.8,2.0,22.0,15.0,30.0,2.0,,,,2.0,8.0,94774.0,15241.0,6.2,4.0,196.0,677.0,29.0,16.0,42.0,3.0,5,15.0,1.0,17.0,102.0,59.0,163.0,4.0,,,,,,,,,,,,,,,,7.2,1.0,Yes,2.0,5,2.0,7.0,3,0,6,1,0,3,0,0,1,1.0,84,76.0,92.0,4.0,,,,,,,,,,,,,,,,1354,36,26.0,45.0,3.0
2608,48083,Texas,Coleman,,204.0,12185.0,9239.0,15130.0,4.0,,,,,,,,,,,,,,,,,,,,,17.0,16.0,20.0,2.0,3.7,3.4,4.0,2.0,5.1,4.8,5.4,3.0,,10.0,8.0,13.0,4.0,,,,,,,,,,13.0,7.0,20.0,9.0,7.0,12.0,20.0,17.0,23.0,3.0,35.0,34.0,37.0,1.0,6.4,3.0,26.0,23.0,28.0,2.0,63.0,2.0,21.0,21.0,22.0,4.0,4.0,16.0,25.0,12.0,39.0,3.0,21.0,256.9,2.0,43.0,34.0,55.0,3.0,,,,,,,,,,42.0,26.0,65.0,45.0,33.0,60.0,1226.0,21.0,18.0,24.0,2.0,5.0,62.0,1620:1,1.0,2.0,26.0,3868:1,3.0,1.0,13.0,7735:1,4.0,6028.0,4.0,,,,4571.0,5980.0,26.0,3.0,,,,18.0,27.0,26.0,4.0,,,,21.0,26.0,4976,5801,86,82.0,89.0,2.0,754,1531,49,37.0,61.0,3.0,176.0,2937.0,6.0,3.0,32.0,21.0,42.0,4.0,,,,23.0,27.0,83714.0,20070.0,4.2,2.0,355.0,1595.0,22.0,6.0,39.0,2.0,17,21.0,1.0,37.0,89.0,63.0,123.0,3.0,,,,,,,,,,,,,,,,7.4,2.0,No,1.0,10,7.0,13.0,8,5,12,1,0,2,1,0,2,1.0,78,71.0,85.0,2.0,,,,,,,,,,,,,,,,3307,40,28.0,51.0,3.0
2609,48085,Texas,Collin,,6816.0,4167.0,4025.0,4310.0,1.0,,,,,2352.0,2060.0,2644.0,,5305.0,4839.0,5772.0,,3594.0,3269.0,3920.0,,4636.0,4430.0,4842.0,,11.0,10.0,13.0,1.0,2.7,2.4,2.9,1.0,4.0,3.8,4.2,1.0,,7.0,7.0,8.0,2.0,8.0,5.0,11.0,9.0,9.0,10.0,12.0,11.0,12.0,6.0,6.0,7.0,6.0,6.0,7.0,12.0,10.0,14.0,1.0,28.0,27.0,29.0,1.0,8.3,1.0,19.0,17.0,21.0,1.0,92.0,1.0,19.0,18.0,20.0,1.0,79.0,278.0,28.0,25.0,31.0,3.0,2358.0,227.9,2.0,9.0,9.0,9.0,1.0,12.0,6.0,20.0,1.0,1.0,1.0,11.0,10.0,13.0,21.0,20.0,22.0,6.0,6.0,7.0,108318.0,11.0,10.0,12.0,1.0,1050.0,98.0,1021:1,1.0,772.0,70.0,1437:1,1.0,1697.0,153.0,654:1,1.0,2489.0,1.0,1879.0,1226.0,4111.0,3038.0,2362.0,42.0,1.0,50.0,30.0,39.0,31.0,44.0,59.0,1.0,51.0,58.0,46.0,47.0,60.0,643859,685704,94,94.0,94.0,1.0,240588,297551,81,79.0,82.0,1.0,25862.0,599164.0,4.3,1.0,8.0,6.0,9.0,1.0,4.0,4.0,12.0,15.0,4.0,190938.0,47947.0,4.0,1.0,39114.0,268716.0,15.0,13.0,16.0,1.0,679,6.3,4.0,1985.0,40.0,38.0,41.0,1.0,,,,16.0,13.0,19.0,30.0,26.0,35.0,24.0,21.0,27.0,52.0,49.0,55.0,9.9,4.0,No,1.0,13,13.0,14.0,11,10,11,2,2,3,1,0,1,2.0,72,71.0,73.0,1.0,68.0,59.0,77.0,58.0,56.0,61.0,76.0,73.0,79.0,73.0,72.0,74.0,73.0,72.0,74.0,535579,46,45.0,48.0,4.0
2610,48087,Texas,Collingsworth,x,,,,,2.0,,,,,,,,,,,,,,,,,,,,,22.0,19.0,24.0,4.0,4.2,3.9,4.6,4.0,5.2,4.9,5.5,4.0,x,8.0,4.0,11.0,2.0,,,,,,,,,,,,,,,,21.0,18.0,24.0,4.0,39.0,37.0,40.0,3.0,7.4,2.0,30.0,27.0,33.0,3.0,82.0,1.0,19.0,19.0,20.0,2.0,1.0,4.0,25.0,2.0,54.0,3.0,10.0,342.5,3.0,31.0,19.0,47.0,2.0,,,,,,,,,,,,,,,,697.0,31.0,27.0,34.0,4.0,1.0,35.0,2877:1,3.0,0.0,0.0,2615:0,4.0,1.0,38.0,2615:1,3.0,7007.0,4.0,,,,12545.0,6104.0,22.0,4.0,,,,15.0,24.0,12.0,4.0,,,,6.0,13.0,1401,1879,75,69.0,80.0,4.0,347,631,55,38.0,72.0,2.0,47.0,1090.0,4.3,1.0,27.0,18.0,36.0,3.0,,,,24.0,12.0,79932.0,16114.0,5.0,3.0,206.0,759.0,27.0,14.0,40.0,3.0,5,17.4,1.0,20.0,135.0,83.0,209.0,4.0,,,,,,,,,,,,,,,,6.5,1.0,No,1.0,13,7.0,19.0,9,2,16,4,0,8,2,0,4,2.0,78,69.0,86.0,2.0,,,,,,,,,,,,,,,,1344,22,12.0,33.0,2.0
2611,48089,Texas,Colorado,,328.0,9063.0,7473.0,10654.0,3.0,,,,,,,,,18337.0,12543.0,25887.0,,7176.0,5103.0,9810.0,,8337.0,6039.0,10635.0,,19.0,17.0,21.0,2.0,3.8,3.6,4.1,2.0,4.8,4.6,5.0,2.0,,9.0,7.0,10.0,3.0,,,,,,,13.0,8.0,17.0,7.0,5.0,9.0,9.0,7.0,11.0,19.0,17.0,21.0,2.0,40.0,39.0,42.0,4.0,7.8,1.0,28.0,26.0,30.0,3.0,63.0,2.0,20.0,19.0,20.0,2.0,4.0,46.0,9.0,3.0,17.0,1.0,51.0,237.3,2.0,29.0,24.0,34.0,2.0,,,,,,,38.0,25.0,55.0,35.0,28.0,44.0,19.0,13.0,27.0,3839.0,23.0,21.0,26.0,3.0,10.0,46.0,2161:1,2.0,5.0,24.0,4126:1,3.0,5.0,24.0,4126:1,4.0,4213.0,4.0,,,7400.0,1742.0,4052.0,32.0,2.0,,,26.0,18.0,35.0,43.0,2.0,,,30.0,37.0,46.0,11757,13936,84,82.0,87.0,3.0,2251,4186,54,45.0,62.0,2.0,471.0,9907.0,4.8,2.0,22.0,14.0,29.0,2.0,,,20.0,4.0,6.0,116767.0,24654.0,4.7,3.0,983.0,4916.0,20.0,12.0,28.0,2.0,27,12.5,2.0,83.0,78.0,62.0,97.0,2.0,,,,,,,84.0,42.0,151.0,59.0,35.0,92.0,88.0,66.0,115.0,9.3,4.0,No,1.0,13,9.0,16.0,4,2,6,7,4,10,2,0,3,2.0,84,79.0,89.0,4.0,,,,,,,,,,80.0,70.0,90.0,87.0,80.0,93.0,8667,33,27.0,39.0,3.0
